sentence,cleanliness_presence,comfort_presence,amenities_presence,staff_presence,value_presence,wifi_presence,location_presence,other_presence
In questa tipologia di stanza era meglio mettere un letto singolo... per una coppia risulta troppo angusta.,0,1,0,0,0,0,0,0
Possibile multa se si arriva con la macchina.,0,0,0,0,0,0,1,0
"Abbiamo pernottato in una camera che faceva da angolo all'edificio, e forse per questo motivo era davvero molto spaziosa.",0,1,0,0,0,0,0,0
"Bagno piccolo, seppur avevamo richiesto letto matrimoniale,abbiamo trovato quello di una piazza e 1 2,la stanza al momento della prenotazione ci risultava di 12 mq ma di fatto non era più grande di 7  Abbiamo chiesto di cambiare stanza e ci hanno assegnato una camera migliore solo per l'ultima notte",0,1,0,1,0,0,0,0
La colazione veramente ricca sia per la parte dolci che quella del salato.,0,0,1,0,0,0,0,0
A dover trovare il pelo nell'uovo... un po' di polvere sui comodini.,1,0,0,0,0,0,0,0
"La corte interna è molto bella e tranquilla, camera bella e pulita, letto comodissimo.",1,1,0,0,0,0,0,0
"Piscina chiusa, stanza questa volta non molto bella, laterale e con scorcio di mare soltanto",0,1,1,0,0,0,1,0
Vicinissimo alle principali attrazioni.,0,0,0,0,0,0,1,0
"Pulizia , arredamento e cordialità alla hall",1,0,0,1,0,0,0,0
Una tivù un po' più grande  davvero mignon quella esistente  anche,0,0,1,0,0,0,0,0
Camera opaca con finestra affaccio scale di emergenza.,0,0,0,0,0,0,0,1
"Ottima colazione, stanze grandi e accoglienti, WI FI con segnale eccellente in ogni area, molto ben riscaldato in inverno",0,1,1,0,0,1,0,0
staff preciso e gentile  problema della doccia risolto in pochi minuti,0,0,0,1,0,0,0,0
"Praticamente nulla, se non fosse stato x la vicinanza a Termini e il fatto di dover solo dormire, avrei pensato di cambiare.",0,0,0,0,0,0,1,1
Se fosse una donna sola assolutamente no lo consiglierei.,0,0,0,0,0,0,0,1
"Per quel prezzo mi sarei aspettato almeno la colazione e comunque la stanza era micrisopica per non parlare del bagno, è stato complicato farsi la doccia per quanto il box era stretto.",0,1,0,0,1,0,0,0
La spaziosità della camera e la vista sulla basililica  meravigliosa,0,1,0,0,0,0,0,0
"La posizione di questo hotel è comodissima  quasi attaccata alla stazione ferroviaria, ad un passo dalla metropolitana e dagli autobus.",0,0,0,0,0,0,1,0
Bagno con comoda anticamera con divanetto e armadio,0,1,0,0,0,0,0,0
La scrivania occupata dal bollitore elettrico e dalle tisane.,0,1,0,0,0,0,0,0
ridicolo che un hotel di questa portata non tuteli i propri clienti.,0,0,0,0,0,0,0,1
"Il personale è molto gentile e disponibile, quasi ossequioso.",0,0,0,1,0,0,0,0
Personale molto gentile e disponibile.,0,0,0,1,0,0,0,0
Molto curati inoltre il giardino e la parte dove si teneva la colazione.,0,1,0,0,0,0,0,0
Lo staff impegnato nella colazione molto gentile e disponibile.,0,0,0,1,0,0,0,0
"Albergo vecchio e datato, avevamo richiesto una culla x il bimbo, non ci e' stata data, rotolo di cartaigienica all'arrivo, gia' iniziato e quasi finito, nel frigobar c'era una bottiglia d'acqua aperta e a meta', cuscini troppo sottili, balcone bruttissimo e in brutto stato, piscina all'ultimo piano brutta.",1,1,1,1,0,0,0,0
Il miglior hotel di Bologna.,0,0,0,0,0,0,0,1
La stanza non è adeguata ad un hotel di questo tipo,0,1,0,0,0,0,0,0
Camera rumorosa per il grande traffico nella via sottostante,0,1,0,0,0,0,0,0
"Tutto obsoleto, maltenuto",0,0,0,0,0,0,0,1
"Hotel moderno in ottima posizione, colazione abbondante, Andrea alla reception è stato gentilissimo e accogliente.",0,1,1,1,0,0,1,0
Wi fi non funziona,0,0,0,0,0,1,0,0
"camere troppo piccole e rumorose, si sentiva la macchina del caffè e gli operai al lavoro",0,1,0,0,0,0,0,0
alcune rifiniture delle stanze erano trascurate,0,0,0,0,0,0,0,1
L'hotel è confortevole e il personale molto gentile.,0,1,0,1,0,0,0,0
poi il bagno non pulito.,1,0,0,0,0,0,0,0
Staf gentilissimo sempre pronto a qualsiasi domanda.,0,0,0,1,0,0,0,0
Staff gentilissimo e disponibile.,0,0,0,1,0,0,0,0
è vero che è una stella e non avevamo molte aspettative ma non pensavamo fosse cosi decadente e non curato.,1,1,0,0,0,0,0,0
"Ottima posizione, camere molto belle",0,1,0,0,0,0,1,0
Il circuito non ha accettato la mia carta prepagata...per fortuna avevo il bancomat,0,0,1,0,0,0,0,0
"Ottima la colazione firmata Eataly, la pulizia della struttura, l'ampiezza della camera, la cortesia dello staff.",1,1,1,1,0,0,0,0
Niente dell hotel perché era veramente brutto è squallido,0,1,0,0,0,0,0,0
Buona la pulizia ma da un 4 stelle si pretende di più.,1,0,0,0,1,0,0,0
"Ci sono anche dei ganci ai piedi del letto, dove appendere giacche o zainetto.",0,1,0,0,0,0,0,0
Colazione migliorabile nella qualità e varietà.,0,0,1,0,0,0,0,0
Bella la struttura facile da raggiungere.,0,0,0,0,0,0,1,0
La colazione varia ma prodotti non sempre freschi.,0,0,1,0,0,0,0,0
Il personale molto cordiale e professionale...colazione ricca...posizione ottima,0,0,1,1,0,0,1,0
brutta esperienza anche per qualche cameriera non onesta del piano che di sicuro si è trattenuto un libro che per la fretta avevo dimenticato in camera.,0,0,0,1,0,0,0,0
"Accoglienza, struttura moderna e pulita...consigliatissimo",1,1,0,0,0,0,0,0
Ed in ogni caso neanche un accenno di scuse per il disturbo  almeno queste ce le saremmo aspettate.,0,0,0,1,0,0,0,0
"LA POSIZIONE ERA OTTIMA, LO  STAFF DISPONIBILE.",0,0,0,1,0,0,1,0
"La stanza era semplice ma spaziosa, pulita e con il necessario.",1,1,0,0,0,0,0,0
Stile moderno ed elegante.,0,0,0,0,0,0,0,1
Ho mandati  email dicendo  che  avevo  due cani e mi hanno fatto  storie,0,0,0,0,0,0,0,1
non hanno neanchr avuto il tekpo di finire di spazzare e di pulire le mattonelle.,1,0,0,0,0,0,0,0
La doccia buona ma non ottima,0,1,0,0,0,0,0,0
Pulite ed ordinate le camere.,1,0,0,0,0,0,0,0
"Dopo 40  quaranta  minuti le bevande sono giunte dal bar nella hall e al modico prezzo di 24  ventiquattro  euro neanche una, dicasi una patatina  C'è ancora molto da lavorare sul personale direi  La vista meravigliosa del golfo non basta  Altre strutture a quei prezzi  oltre 350 euro per due notti  la offrono",0,0,1,1,0,0,1,0
Molto difficile farsi la doccia la mattina per mancanza di acqua calda.,0,1,0,0,0,0,0,0
Per chi decide di cenare al ristorante dell'Hotel il menu' non è appropriato ad una città di mare ed i prezzi sono molto alti,0,0,0,0,1,0,0,0
"Un poco nascosto c'è anche il  quartiere cinese , che offre ottimi ristoranti caratteristici e non fasulli.",0,0,0,0,0,0,1,0
faceva freddo in camera durante la notte.,0,1,0,0,0,0,0,0
In più il ragazzo alla reception ci ha praticamente preso in giro dicendo che la lavanderia era in ritardo.,0,0,0,1,0,0,0,0
LA SCALA DEL CONDOMINO CHE CONDUCEVA AL B B ERA FATISCENTE E DEVE ESSERE ASSOLUTAMENTE PULITA AFFONDO.,1,0,0,0,0,0,0,1
La stanza era pulita e spaziosa e non ho riscosrato alcun problema.,1,1,0,0,0,0,0,0
"Posto molto intimo, ottima colazione, personale gentile e disponibile, tutto ciò a prezzo assolutamente modico consigliatissimo",0,0,1,1,1,0,0,1
"L'accoglienza al rientro della giornata con specialità partenopee come sfogliatelle, pizzette, pasticcini,frutta...apprezzatissimo",0,0,1,0,0,0,0,0
"Alle 05.30 sono stato svegliato dal servizio sveglia, cosa non richiesta e decisamente fastidiosa...",0,1,0,0,0,0,0,0
"Perdonatemi lo sfogo leggittimo ,ma sono 23 anni che vengo per lavoro a Bologna albergando in genere in hotel a 4 stelle ed una colazione,sicuramente varia e assortita,cosi'scadente non l'avevo mai vista.",0,0,1,0,0,0,0,0
Personale gentile e disponibile,0,0,0,1,0,0,0,0
"La camera abbastanza cupa, caldissima, sprovvista di aria condizionata e con un ventilatore vecchio.",0,1,0,0,0,0,0,0
"prezzo esorbitante per una camera pulita, ma piccolissima in un sottotetto con due rampe di scale senza ascensore.",1,1,0,0,1,0,0,0
la vicinanza alla stazione metro,0,0,0,0,0,0,1,0
questa volta la stanza singola era troppo piccola,0,1,0,0,0,0,0,0
Di pregio qualche pezzo antico,0,0,0,0,0,0,0,1
camera piccola e poco accogliente con vista sul parcheggio dell'albergo colazione chiusa alle 10:31 pulizia della stanza pessima carenza di servizi collaterali in albergo,0,1,1,0,0,0,1,0
"non ci tornero' mai più, alla reception aspettare uno che fa conti e non si degna di dare la chiave, posizione al primo piano con vista muro e.....doveva essere la vista il fiore all'occhiello.",0,0,0,1,1,0,1,0
Colazione ricca e varia.,0,0,1,0,0,0,0,0
Lo staff è stato gentilissimo.,0,0,0,1,0,0,0,0
Non mi è piaciuto niente.,0,0,0,0,0,0,0,1
Il concierge al nostro arrivo ha fatto una domanda che un concierge non dovrebbe mai fare...noi ci abbiamo riso su ma che calo di stile e mancanza di discrezione,0,0,0,1,0,0,0,0
Buona la colazione prodotti di qualità e freschi.,0,0,1,0,0,0,0,0
Certamente la posizione centrale della struttura in via Chiaia è indiscutibile.,0,0,0,0,0,0,1,0
"All arrivo e alla partenza il personale della desk  maschi  arroganti e presuntuosi , non sembra di essere accolti,ma quasi come le da fastidio di avere i clienti nei piedi    Io continuo a frequentare l hotel ma evito i consiege.",0,0,0,1,0,0,0,0
"Camera spaziosa, letto comodo, tutto molto pulito e confortevole",1,1,0,0,0,0,0,0
NON MI   PIACIUTO NULLA... un hotel così sporco nn l'avevo mai visto,1,0,0,0,0,0,0,0
"Personale giovane, sorridente e ben organizzato, condizione che predispone positivamente, soprattutto se associata a questa accogliente struttura.",0,0,0,1,0,0,0,1
"Non accettabile la mancanza di un tavolino, anche piccolo,  per poter lavorare o scrivere  una angoliera non può essere Adeguata",0,0,0,0,0,0,0,1
"Da segnalare un problema di sifone, che perturbava le fragranze utilizzate per le camere.",0,1,0,0,0,0,0,0
Per una stanza venduta come tripla era piccola.,0,1,0,0,0,0,0,0
"La doccia era rotta, e le lenzuola sporche.",1,1,0,0,0,0,0,0
Ottima colazione e parcheggio,0,0,1,0,0,0,0,0
Le stanze sul corso non sono coibentate verso il rumore molto fastidioso della strada.,0,0,1,0,0,0,0,0
"Da un 4 stelle dove si paga 150  a notte , direi che non va bene",0,0,0,0,1,0,0,0
Metterei la colazione compresa nel prezzo della stanza anche aggiungendo qualche euro in più.,0,0,0,0,1,0,0,0
La posizione dell'hotel   in pieno centro strorico,0,0,0,0,0,0,1,0
Letto gigante e bagno,0,1,0,0,0,0,0,0
E' stata una pessima esperienza.,0,0,0,0,0,0,0,1
"siamo stati la prima volta nel 2017 e ci siamo trovati bene, ritornati ad inizio 2018 ci siamo ritrovati in una camera dove per scendere e salire dal letto dovevi arrampicarti perché ai lati dello stesso non c'era spazio sufficiente per muoversi.",0,1,0,0,0,0,0,0
"Colazione eccellente, peccato sia a pagamento.",0,0,1,0,1,0,0,0
"Dall albergo si raggiunge facilmente il centro della città tramite mezzi pubblici o auto, che può essere comodamente lasciata nel parcheggio esterno gratuito.",0,0,1,0,0,0,1,0
hotel vicino alla tangenziale e comodo per raggiungere il centro con l'auto in pochi minuti,0,0,0,0,0,0,1,0
Consiglio solo un pochino più di attenzione nella pulizia di alcune zone  nascoste  come i caloriferi interruttori maniglie e di cambiare più spesso il copriletto.,1,0,0,0,0,0,0,0
Colazione molto varia servita nel ristorante sottostante.,0,0,1,0,0,0,0,0
Il parcheggio è semplicemente carissimo  25 euro al giorno .,0,0,1,0,1,0,0,0
Assolutamente non un accoglienza da hotel 4 stelle L e un costo troppo alto per l assoluta inefficienza e non cura dell ospite.,0,0,0,0,1,0,0,0
"235  una notte in tripla con lo spazio di una doppia, bagno cieco, portafinestra con affaccio sul cavedio e sulla camera di fronte a distanza di 2 metri  edificio squallido e concierge scostante",0,1,0,1,0,0,0,1
Hotel in bella posizione con spazi ampi e piacevoli personale competente e cortese per noi è stato un ottimo soggiorno,0,0,0,1,0,0,1,0
La cortesia del personale.,0,0,0,1,0,0,0,0
Il Wi Fi prende solo nelle parti comuni,0,0,0,0,0,1,0,0
"Secondo noi, non è un 4 stelle Ne vale al max 3.",0,0,0,0,0,0,0,1
La colazione si svolge in meraviglioso salone di rappresentanza.,0,0,1,0,0,0,0,0
"In realtà non c'è molto da fare, l'hotel è stato ristrutturato e arredato modernamente da poco tempo ed è molto confortevole  l'aria condizionata è semplicemente perfetta, ad esempio.",0,1,0,0,0,0,0,0
La moquette della stanza da sostituire urgentemente.,0,0,0,0,0,0,0,1
"Bollitore non pulito piedi o di caffè altrui, lavabo che non scarica",1,0,0,0,0,0,0,0
Bisognava registrare la propria e mail oppure facebook per accedere a internet,0,0,0,0,0,1,0,0
Ci sarebbe bisogno   viste le 4 stelle  di una ristrutturazione,0,1,0,0,1,0,0,0
"Simpatia e disponibilita, camera pulita",1,0,0,1,0,0,0,0
Gentilezza e cortesia di TUTTO il personale di qualsiasi livello  Struttura ben posizionata sia per visitare il centro citta' che per l'imbarco per raggiungere le isole,0,0,0,1,0,0,1,0
Bagni non all'altezza di un 4 stelle.,0,1,0,0,0,0,0,0
Colazione scarsissima per un 4 stelle.,0,0,1,0,0,0,0,0
"troppo grande, mal curate le stanze, staff approssimativo.",0,1,0,1,0,0,0,0
"TV e cassaforte presenti, così come un minifrigo e una postazione internet con un pc portatile che però non abbiamo provato.",0,0,1,0,0,0,0,0
Personale gentile e disponibile.,0,0,0,1,0,0,0,0
Personale disponibile e gentile,0,0,0,1,0,0,0,0
Posizione ottima  Staff di poche parole ma molto efficiente,0,0,0,1,0,0,1,0
"L'ascensore, pericolante, si trova dopo la prima rampa ma porta solo alle camere",0,0,1,0,0,0,0,0
La camera che pur essendo molto spaziosa affacciava sulla scala antincendio.,0,1,0,0,0,0,0,1
Avrei apprezzato una maggiore comodità degli interruttori luci ai bordi del letto.,0,1,0,0,0,0,0,0
Cosa si vuole di più  Noi torneremo sul sicuro,0,0,0,0,0,0,0,1
"abbiamo dovuto cambiare con un supplemento la camera perché quella riservataci era vecchissima con la moquette sulle pareti , strappata e macchiata.",1,0,0,0,0,0,0,1
"L'affabilità dello staff, la posizione comodissima da per la stazione.",0,0,0,1,0,0,1,0
Le stanze sono sufficientemente ampie e comode.,0,1,0,0,0,0,0,0
"Una posizione centralissima, ottima per visitare Bologna.",0,0,0,0,0,0,1,0
Anche se decentrato lo consiglierei per la tranquillita'.,0,0,0,0,0,0,1,1
I materassi sono piuttosto scomodi  troppo molli .,0,1,0,0,0,0,0,0
Personale disponibile e simpaticissimo,0,0,0,1,0,0,0,0
"lo staff gentilissimo e super cordiale, Ho gradito che fossero presenti alla reception 24 ore su 24",0,0,0,1,0,0,0,0
"Staff cordiale e disponibile, stanze pulite e ottima colazione.",1,0,1,1,0,0,0,0
La sala colazione al piano interrato senza aria condizionata e senza finestre sembrava una camera a gas... Pessima esperienza.,0,1,0,0,0,0,0,0
"Pulito, comodo, posizione ottima",1,1,0,0,0,0,1,0
Posizione ottima  Anche se c'è la necessità di muoversi in taxi,0,0,0,0,0,0,1,0
poiché il palazzo dove era situato L'Appartamento sembrava le zone di scampia .,0,0,0,0,0,0,0,1
"Stupenda la sala delle prime colazioni, e ottimi i dolci",0,0,1,0,0,0,0,1
Il primo giorno Sono uscito alle 12.30 e non mi hanno riassettato la camera nonostante il tagliando sulla porta .,0,0,1,0,0,0,0,0
"Disservizio totale, arrivata a Roma la struttura era chiusa e al numero di telefono corrispondente non rispondeva nessuno",0,0,0,0,0,0,0,1
troppo costoso per quello che offre.,0,0,0,0,1,0,0,0
la prima colazione varieta e ricca.,0,0,1,0,0,0,0,0
Posizione vicino ospedale   Rapporto qualità prezzo,0,0,0,0,1,0,1,0
La colazione  ottimo rapporto qualità prezzo Parcheggio comodo e gratuito.,0,0,1,0,1,0,0,0
"Ottimo hotel, pulito e come da foto.",1,0,0,0,0,0,0,0
Ambiente impersonale nelle zone comuni.,0,1,0,0,0,0,0,0
Non mi è assolutamente piaciuto aver dovuto pagare 10 euro per ogni chiwawa nonostante avessi mandato la mail all albergo che sapeva dei cani.,0,0,1,0,1,0,0,0
Camera vecchia e non adeguata,0,1,0,0,0,0,0,0
"Stanza ben arredata, grande e confortevole, completa di tutto   cassaforte, frigorifero, phon, kit di benvenuto  .",0,1,1,0,0,0,0,0
"Abbiamo richiesto una camera silenziosa e debbo proprio dire che abbiamo dormito benissimo , letto molto comodo e camera che dava sull'interno, davvero silenziosa.",0,1,0,0,0,0,0,0
"La struttura si trova in una posizione centralissima, Le stanze sono pulite e lo staff fantastico, gentilissimi",1,0,0,1,0,0,1,0
frigo bar e cassaforte molto utile.,0,0,1,0,0,0,0,0
"Cortesia del personale, upgrade gratuito.",0,0,0,1,0,0,0,0
Parcheggio custodito all aperto con servizio  a pagamento  di lavaggio dell auto.,0,0,1,0,0,0,0,0
"Sotto l'albergo ci sono tantissimi posti per mangiare qualcosa velocemente e, volendo andare a piedi, ci si può incamminare per Corso Umberto dove si trovano negozi di ogni genere.",0,0,0,0,0,0,1,0
"La posizione è davvero perfetta,il quartiere è tranquillo e molto vicino al centro,la stanza molto carina",0,0,0,0,0,0,1,0
La cameriere del ristorante era sgarbata e poco empatica.,0,0,0,1,0,0,0,0
sono stato obbligato di poi parcheggiare da loro per una cifra esorbitante.,0,0,1,0,0,0,0,0
La stanza non era al livello di un hotel 4 stelle lusso.,0,0,0,0,1,0,0,0
la prima colazione  eccellente,0,0,1,0,0,0,0,0
Lo staff molto cordiale e disponibile.,0,0,0,1,0,0,0,0
Ottimo caffè,0,0,1,0,0,0,0,0
La strada di grande traffico da attraversare per raggiungere la vicina stazione e comunque il centro.,0,0,0,0,0,0,1,0
La varietà della colazione.,0,0,1,0,0,0,0,0
Caro il prezzo del garage,0,0,1,0,0,0,0,0
E' però ben servito con la metro.,0,0,0,0,0,0,0,1
Camere  tranquille pulite e materassi molto confortevoli,1,1,0,0,0,0,0,0
"Camera piccola, senza troppe pretese.",0,1,0,0,0,0,0,0
Era necessario chiamare il proprietario a casa sua al piano sotto in caso di necessità.,0,0,0,0,0,0,0,1
Il primo impatto... l'ingresso in uno stabile fatiscente,0,0,0,0,0,0,0,1
"Richiesta in camera bottiglia di prosecco,  mai arrivata e messa in conto.",0,0,1,1,0,0,0,0
Camera mai rifatta né ripulita.,1,1,0,0,0,0,0,0
Ottima posizione centrale e facilmente raggiungibile.,0,0,0,0,0,0,1,0
Presa elettrica asciugacapelli guasta.,0,0,1,0,0,0,0,0
stata un esperienza stupenda.,0,0,0,0,0,0,0,1
Caro prezzo in base ai servizi offerti .,0,0,0,0,1,0,0,0
"Avevo la doccia che spandeva acqua come una cascata, causa cattiva manutenzione del box, tanto da quasi allagare il bagno e causare cadute.",0,1,0,0,0,0,0,0
Hanno un grossissimo problema di parcheggio che ti obbliga a lasciare la macchina a pagamento a cifre folli.,0,0,1,0,0,0,0,0
Buona comunicazione e grande disponibilità.,0,0,0,1,0,0,0,0
I parcheggi in zona sono pochi e sempre pieni.,0,0,1,0,0,0,0,0
la camera andrebbe rinnovata e rinfrescata,0,0,0,0,0,0,0,1
"Posizione, a 100 mt dalla fermata Metro Manzoni e abbondanza di parcheggi.",0,0,0,0,0,0,1,0
Il parcheggio era un po' scomodo.,0,0,1,0,0,0,0,0
"Staff maleducato, si sono addirittura rifiutati di emettere fattura",0,0,0,1,0,0,0,0
Assenza di separè all'interno della camera per separare la zona bagno,0,1,0,0,0,0,0,0
La stanza era molto spaziosa.,0,1,0,0,0,0,0,0
Stanza grande e comoda,0,1,0,0,0,0,0,0
"Staff simpatico, disponibile e cordiale.",0,0,0,1,0,0,0,0
ottima posizione ottima colazione,0,0,1,0,0,0,1,0
Isolamento  acustico scarso.,0,1,0,0,0,0,0,0
Tra i letti molto piccola distanza.,0,1,0,0,0,0,0,0
Parcheggio privato troppo caro  anche se comunque il costo era specificato nel momento della prenotazione .,0,0,1,0,1,0,0,0
Hotel pulito e stanza grande,1,1,0,0,0,0,0,0
camere sulla strada molto rumorose,0,1,0,0,0,0,0,0
"Colazione buona, peccato solo la moda  delle macchinette per caffè ed altro.",0,0,1,0,0,0,0,0
Wifi che andava e veniva  .,0,0,0,0,0,1,0,0
Bagno minuscolo senza bidet doccia con tenda tutto minimale.,0,1,0,0,0,0,0,0
Ottima sistemazione per chi vuole vivere Bologna,0,0,0,0,0,0,0,1
"Aria condizionata negli ambienti comuni estremamente alta e trovare a fine agosto il piumone nei letti, mi sembra veramente eccessivo.",0,1,0,0,0,0,0,0
"La colazione fantastica  La stanza al 13esimo piano e la palestra al 18esimo piano, una vista bellissima, peccato per la giornata pessima.",0,0,1,0,0,0,1,0
Gli arredi non sono all'altezza di un quattro stelle cosi come la colazione e le rifiniture dei locali comuni.,0,1,1,0,0,0,0,0
Nn c erano le ciabatte da camera.,0,0,1,0,0,0,0,0
"In particolare, la disposizione dei letti nella camera in comune permette di avere il giusto livello di privacy, cosa assolutamente apprezzabile  Un buon ostello nel complesso",0,1,0,0,0,0,0,0
la posiioone dell'albergo vicino al centro storico e la facilita' di raggiungerlo dall'autostrada.,0,0,0,0,0,0,1,0
"Posizione ottimale per visitare Napoli o per spostarsi, struttura molto ben collegata",0,0,0,0,0,0,1,0
"Bagno senza acqua calda, lamentela la sera.",0,1,0,0,0,0,0,0
Colazione molto ricca e varia.,0,0,1,0,0,0,0,0
localita vicina al Mare in estate e non lontano dalla piazza.,0,0,0,0,0,0,1,0
"Personale gentile, camera sufficientemente comoda.",0,1,0,1,0,0,0,0
"Ottima posizione, pulito e personale cortese.",1,0,0,1,0,0,1,0
Trovo che lo staff all accoglienza dovrebbe dare più indicazioni in merito alla città e alla struttura dell hotel  orario della colazione p.es . Non mi sono sentito accolto benissimo.,0,0,0,1,0,0,0,0
La colazione era piuttosto  cheap  se rapportata al prezzo della camera.,0,0,1,0,1,0,0,0
Colazione molto buona e posizione letteralmente imbattibile.,0,1,0,0,0,0,1,0
Lavandino del bagno minuscolo  colazione buona ma poco varia e stuzzicante,0,1,1,0,0,0,0,0
La qualità dei materassi,0,1,0,0,0,0,0,0
"Posizione, rapporto qualità prezzo, disponibilità dello staff",0,0,0,1,0,1,1,0
camere arredate un po' alla vecchia maniera,0,0,0,0,0,0,0,1
Lo staff cortese e gentile,0,0,0,1,0,0,0,0
Purtroppo la zona degradata,0,0,0,0,0,0,1,0
All'ingresso una receptionist da incubo.,0,0,0,1,0,0,0,0
Sicuramente la colazione è varia e abbondante,0,0,1,0,0,0,0,0
"Due persone che per una mezz'ora parlavano ad alta voce in piena notte, forse nella camera adiacente.",0,1,0,0,0,0,0,0
"Ma il peggio è stato il caldo asfissiante della notte nella camera  35 gradi minimo,non si respirava .",0,1,0,0,0,0,0,0
Infine aggiungo di aver chiesto 2 spritz al 10 piano  piscina  ove il bar era sprovvisto di aperol.,0,0,1,0,0,0,0,0
Macchinoso il sistema di entrata e uscita.,0,0,0,0,0,0,0,1
Perfetto in tutto e per tutto.,0,0,0,0,0,0,0,1
Edificio fatiscente da film horror.,0,0,0,0,0,0,0,1
Pulizia di camere e bagni inadeguata.,1,0,0,0,0,0,0,0
Non sono d'accordo con le 4 stelle.,0,0,0,0,0,0,0,1
Faccio menzione particolarmente negativa sul personale della colazione che in modo vergognoso si lasciavano a commenti negativi e derisioni della clientela straniera.,0,0,0,1,0,0,0,0
camera pulita,1,0,0,0,0,0,0,0
Silenzio e comodità delle camere.,0,1,0,0,0,0,0,0
Camera comoda e accogliente.,0,1,0,0,0,0,0,0
"La stanza era ben riscaldata, il letto anche abbastanza comodo, la posizione è ottima perchè ben servita e vicinissima alla stazione.",0,1,0,0,0,0,1,0
Ottimo il rapporto qualità prezzo.,0,0,0,0,1,0,0,0
Il materasso sdoppiato e duro,0,1,0,0,0,0,0,0
Buona posizione  il centro è raggiungibile utilizzando gli autobus o con una passeggiata  non brevissima .,0,0,0,0,0,0,1,0
Stanza  doppia  ampia e confortevole con bagno privato.,0,1,0,0,0,0,0,0
"Riscaldamento spento,quindi c era un po  di freddo.",0,1,0,0,0,0,0,0
"Hotel sporco, qualità prezzo veramente sproporzionato.",1,0,0,0,1,0,0,0
"Staff ultra gentile, posizione al centro del centro di Napoli, camera silenziosissima.",0,1,0,1,0,0,1,0
Camera molto rumorosa e giusto per una persona.,0,1,0,0,0,0,0,0
Rumore di sottofondo nella stanza.,0,1,0,0,0,0,0,0
In bagno mancano portasapone e appendi asciugamani.,0,0,1,0,0,0,0,0
Tutto bagni senza areazione arredi scadenti colazione da pensione 2stelle,0,1,1,0,0,0,0,0
Camera pulita e bagno accogliente con asciugacapelli e bilancia.,1,1,0,0,0,0,0,0
"La temperatura, nonostante il cronotermostato digitale interno, non si riesce a regolare.",0,1,0,0,0,0,0,0
"Colazione no comment, pessima è un euforismo,più che un hotel si può definire un bed   breakfast , alloggiando al secondo piano la sensazione è proprio di trovarsi in un b b , allora è inutile definirlo un Hotel a 3 stelle.",0,0,1,0,0,0,0,1
la notte si sente il rumore del traffico,0,1,0,0,0,0,0,0
"Ottima posizione, superlativa colazione.",0,0,1,0,0,0,1,0
"Serranda rotta, non si sollevava.",0,1,0,0,0,0,0,0
"Soggiorno tranquillo ottima posizione, staff cordiale, colazione ottima.",0,0,1,1,0,0,1,0
La posizione è comoda per visitare la città,0,0,0,0,0,0,1,0
Le stanze con arredamento un po' datato,0,1,0,0,0,0,0,0
no non lo consiglio dato il prezzo.,0,0,0,0,1,0,0,0
"La tripla aveva un arredamento squallido, sembrava una camera da letto di un appartamento anni '80.",0,0,0,0,0,0,0,1
"Staff molto attento, veloce e disponibile.",0,0,0,1,0,0,0,0
"Sebbene la connessione wifi sia disponibile in tutta la struttura, è bloccato l'accesso a siti con alto traffico in downstream per evitare l'eccessivo consumo dati  ad esempio youtube o altri siti di streaming video non sono accessibili, cosa che non è proprio al passo con i tempi.",0,0,0,0,0,1,0,0
La struttura è nuova e molto colorata.,0,0,0,0,0,0,0,1
"La stanza era piccola, quasi soffocante.",0,1,0,0,0,0,0,0
L'ambiente accogliente insieme al personale sempre disponibile... Io in quella struttura... Mi ci sono trovato bene,0,1,0,1,1,0,0,0
Poca privacy del bagno rispetto alla camera,0,1,0,0,0,0,0,0
"Mobilio vecchio e non di gusto, pulizia inadeguata, servizi vecchi e poco funzionanti, l'affaccio era su una via molto rumorosa, qualità del sonno pessima",1,1,0,0,0,0,0,1
Anche la presenza del parcheggio è un'ottimo servizio.,0,0,1,0,0,0,0,0
"Unica cosa da segnalare, il personale della colazione troppo frettoloso di voler togliere il servizio e non riforniva le cose mancanti....se la colazione è aperta fino alle 10.30, il servizio deve essere eccellente come alle 8.00.",0,0,0,1,0,0,0,0
"Il servizio non è cortese, il cliente non è messo a proprio agio.",0,0,0,1,0,0,0,0
Buona anche la colazione con scelta variegata dei prodotti.,0,0,1,0,0,0,0,0
Scarsa attenzione al cliente.,0,0,0,1,0,0,0,0
La stanza ed il bagno privato sono spaziosi e hanno tutti i comfort .,0,1,0,0,0,0,0,0
"La dicitura 'vista interna' è ingannevole per chi prenota, sarebbe più onesto dire 'finestra che da su parete interna del palazzo' quindi è come una camera senza finestra.",0,0,0,0,0,0,1,0
CAMBIEREI LE CHIAVI SOSTITUENDOLE CON card elettroniche,0,0,1,0,0,0,0,0
Struttura ben servita dagli autobus per raggiungere il centro di Bologna.,0,0,0,0,0,0,1,0
"Ricevimento  insufficente, affollato.",0,0,0,1,0,0,0,0
canali satellitari sky,0,0,1,0,0,0,0,0
"Non ha le caratteristiche di un albergo a 4 stelle  spazi comuni angusti, stretti, la doccia del bagno tremenda, non c'era nemmeno il bidè.",0,1,1,0,0,0,0,0
Scelgo l'hotel Paradiso a Posillipo Napoli per la vista sul mare al mattino per la colazione.,0,0,1,0,0,0,1,0
